id,date_publication,titre,entreprise,ville,type_contrat,secteur,niveau_requis,competences,salaire,teletravail,experience_requise_ans,mois,trimestre,categorie,est_stage
1679,2023-11-08,Stagiaire Data Science,Owkin,Toulouse,Stage,HealthTech,Bac+5,"TensorFlow, SQL, Machine Learning, Docker, Hugging Face",1114.0,Hybride,5,2023-11,2023Q4,Stage,True
1680,2023-11-26,Stagiaire Data Science,Payfit,Paris,CDI,SaaS,Bac+4,"Deep Learning, LLM, Docker, Spark, Tableau",44229.0,Non,0,2023-11,2023Q4,Stage,False
1681,2023-12-15,Stagiaire Data Science,PhotoRoom,Paris,Stage,LegalTech,Bac+5,"API REST, Power BI, Pandas, PyTorch",1097.0,Hybride,3,2023-12,2023Q4,Stage,True
1682,2023-08-31,MLOps Engineer,BlaBlaCar,Paris,Stage,MarTech,Bac+3,"Machine Learning, Spark, Scikit-learn, Airflow",802.0,Non,0,2023-08,2023Q3,ML Engineering,True
1683,2023-07-04,Data Analyst,Payfit,Toulouse,Alternance,E-commerce,Bac+4,"SQL, GCP, Git, Docker, TensorFlow",1368.0,Non,5,2023-07,2023Q3,Data Analysis,False
1684,2024-03-11,Data Scientist,Qonto,Paris,Freelance,DeepTech,Bac+5,"Azure, Python, API REST, Kubernetes, Spark",464.0,Non,2,2024-03,2024Q1,Data Science,False
1685,2024-02-06,Stagiaire ML,Hugging Face,Paris,Freelance,RetailTech,Bac+8 (PhD),"Computer Vision, GCP, Deep Learning",495.0,Non,0,2024-02,2024Q1,Stage,False
1686,2023-09-28,Data Scientist,Alan,Paris,CDI,DeepTech,Bac+5,"SQL, Computer Vision, Pandas, dbt",57807.0,Hybride,0,2023-09,2023Q3,Data Science,False
1687,2023-09-05,Data Scientist,Hugging Face,Strasbourg,CDI,RetailTech,Bac+3,"TensorFlow, AWS, Scikit-learn, Machine Learning, Kubernetes, Pandas",62167.0,Oui,1,2023-09,2023Q3,Data Science,False
1688,2024-01-11,Business Intelligence Analyst,Contentsquare,Paris,Alternance,HealthTech,Bac+5,"SQL, Power BI, Computer Vision, LLM, PyTorch",1230.0,Non,5,2024-01,2024Q1,Data Analysis,False
1689,2024-03-29,Computer Vision Engineer,Payfit,Paris,CDI,EdTech,Bac+5,"API REST, LLM, Azure, TensorFlow, Hugging Face, Pandas",35057.0,Non,5,2024-03,2024Q1,Data Engineering,False
1690,2024-06-25,Data Scientist,Mistral AI,Paris,CDD,E-commerce,Bac+4,"Spark, Docker, LLM",74968.0,Non,0,2024-06,2024Q2,Data Science,False
1691,2023-10-26,Business Intelligence Analyst,Payfit,Paris,CDI,RetailTech,Bac+4,"Spark, NLP, AWS, LLM, Git",41563.0,Non,0,2023-10,2023Q4,Data Analysis,False
1692,2024-03-13,Data Engineer,Hugging Face,Grenoble,Stage,FinTech,Bac+4,"Azure, dbt, Hugging Face, Git",1185.0,Oui,5,2024-03,2024Q1,Data Engineering,True
1693,2024-04-12,Business Intelligence Analyst,Doctolib,Paris,CDD,HealthTech,Bac+5,"GCP, API REST, Python, Hugging Face, SQL, Computer Vision",39514.0,Non,1,2024-04,2024Q2,Data Analysis,False
1694,2024-06-07,Stagiaire Data Science,ManoMano,Paris,Stage,RetailTech,Bac+4,"Python, GCP, Scikit-learn, Airflow",858.0,Non,3,2024-06,2024Q2,Stage,True
1695,2023-12-29,Stagiaire ML,Back Market,Paris,Stage,SaaS,Bac+3,"Hugging Face, Azure, Power BI, API REST, RAG, Tableau, Docker",1194.0,Oui,3,2023-12,2023Q4,Stage,True
1696,2023-08-06,AI Researcher,ManoMano,Paris,CDI,LegalTech,Bac+4,"LLM, dbt, RAG, Tableau",72610.0,Oui,1,2023-08,2023Q3,Recherche IA,False
1697,2024-01-20,Stagiaire Data Science,Payfit,Nantes,Stage,EdTech,Bac+5,"Docker, Python, API REST",1163.0,Hybride,3,2024-01,2024Q1,Stage,True
1698,2023-07-22,Data Engineer,Younited,Paris,CDD,EdTech,Bac+4,"Pandas, Deep Learning, PyTorch, API REST",68036.0,Oui,2,2023-07,2023Q3,Data Engineering,False
1699,2024-02-09,NLP Engineer,Shift Technology,Paris,CDI,DeepTech,Bac+4,"LLM, SQL, Power BI, Hugging Face, Python, API REST, NLP",53695.0,Hybride,0,2024-02,2024Q1,Data Engineering,False
1700,2023-07-10,Computer Vision Engineer,Back Market,Paris,Alternance,LegalTech,Bac+5,"Python, Azure, Scikit-learn, PyTorch, Pandas, Docker",1078.0,Hybride,3,2023-07,2023Q3,Data Engineering,False
1701,2024-02-21,Data Engineer,Payfit,Paris,CDI,RetailTech,Bac+5,"AWS, Hugging Face, dbt, Azure, Spark",43776.0,Hybride,3,2024-02,2024Q1,Data Engineering,False
1702,2023-08-09,Data Scientist,Shift Technology,Toulouse,CDI,DeepTech,Bac+5,"Python, dbt, Power BI, AWS, Deep Learning",64579.0,Non,0,2023-08,2023Q3,Data Science,False
1703,2023-12-08,MLOps Engineer,Back Market,Paris,CDI,RetailTech,Bac+3,"Tableau, RAG, API REST, dbt",65960.0,Non,5,2023-12,2023Q4,ML Engineering,False
1704,2024-04-20,AI Researcher,Alan,Toulouse,CDI,MarTech,Bac+4,"LLM, Tableau, RAG",71700.0,Non,5,2024-04,2024Q2,Recherche IA,False
1705,2024-02-05,Data Analyst,Hugging Face,Lille,CDI,RetailTech,Bac+5,"Python, LLM, NLP, Power BI",69380.0,Oui,3,2024-02,2024Q1,Data Analysis,False
1706,2024-04-19,Business Intelligence Analyst,Shift Technology,Paris,CDI,LegalTech,Bac+8 (PhD),"Kubernetes, Deep Learning, Airflow, Pandas, GCP, Tableau, LLM",74010.0,Hybride,1,2024-04,2024Q2,Data Analysis,False
1707,2024-01-24,MLOps Engineer,Younited,Toulouse,CDI,FinTech,Bac+4,"Azure, SQL, Python, PyTorch, NLP",42890.0,Oui,5,2024-01,2024Q1,ML Engineering,False
1708,2024-06-28,MLOps Engineer,Alan,Paris,Stage,E-commerce,Bac+3,"Hugging Face, Tableau, Git, Machine Learning, SQL, Deep Learning",1159.0,Oui,0,2024-06,2024Q2,ML Engineering,True
1709,2024-05-23,Data Analyst,Owkin,Grenoble,CDI,DeepTech,Bac+4,"Hugging Face, Kubernetes, Python, SQL",71165.0,Hybride,0,2024-05,2024Q2,Data Analysis,False
1710,2024-01-30,Stagiaire Data Science,BlaBlaCar,Paris,CDI,FinTech,Bac+8 (PhD),"Machine Learning, Docker, Azure, Hugging Face, Git",41376.0,Non,2,2024-01,2024Q1,Stage,False
1712,2023-08-28,AI Researcher,Withings,Paris,Freelance,DeepTech,Bac+5,"NLP, Scikit-learn, Hugging Face",69570.0,Oui,0,2023-08,2023Q3,Recherche IA,False
1713,2024-01-24,Stagiaire ML,Shift Technology,Paris,Stage,MarTech,Bac+8 (PhD),"TensorFlow, Git, Tableau, Power BI, API REST, Hugging Face",736.0,Oui,3,2024-01,2024Q1,Stage,True
1714,2023-07-11,Data Analyst,ManoMano,Toulouse,Freelance,HealthTech,Bac+4,"Git, Azure, NLP, Tableau, SQL, PyTorch",408.0,Non,0,2023-07,2023Q3,Data Analysis,False
1715,2023-12-14,NLP Engineer,Swile,Paris,Stage,LegalTech,Bac+5,"AWS, LLM, Airflow, Machine Learning, Pandas, Azure, Hugging Face",1146.0,Oui,0,2023-12,2023Q4,Data Engineering,True
1716,2023-09-26,Business Intelligence Analyst,Hugging Face,Grenoble,CDI,SaaS,Bac+3,"GCP, PyTorch, Pandas, dbt, Tableau",73311.0,Hybride,0,2023-09,2023Q3,Data Analysis,False
1717,2024-05-12,Computer Vision Engineer,Hugging Face,Paris,CDI,HealthTech,Bac+4,"Pandas, PyTorch, AWS",50714.0,Hybride,0,2024-05,2024Q2,Data Engineering,False
1719,2024-06-18,Stagiaire Data Science,Back Market,Paris,Stage,EdTech,Bac+5,"Tableau, Deep Learning, Pandas, Scikit-learn, Machine Learning",1114.0,Non,1,2024-06,2024Q2,Stage,True
1720,2024-01-02,Stagiaire Data Science,BlaBlaCar,Paris,CDI,FinTech,Bac+4,"Git, PyTorch, RAG",65751.0,Oui,2,2024-01,2024Q1,Stage,False
1721,2023-08-15,AI Researcher,Swile,Paris,Stage,LegalTech,Bac+5,"SQL, Deep Learning, Power BI, Airflow, Docker, API REST, Spark",793.0,Hybride,1,2023-08,2023Q3,Recherche IA,True
1722,2024-02-09,Data Analyst,Payfit,Lille,Freelance,RetailTech,Bac+5,"NLP, LLM, Deep Learning, TensorFlow, Scikit-learn, API REST",483.0,Oui,0,2024-02,2024Q1,Data Analysis,False
1723,2023-08-24,Data Scientist,Back Market,Paris,CDI,RetailTech,Bac+8 (PhD),"Azure, Machine Learning, NLP, RAG",53423.0,Oui,5,2023-08,2023Q3,Data Science,False
1724,2023-11-02,Data Engineer,BlaBlaCar,Paris,Freelance,SaaS,Bac+5,"Computer Vision, Power BI, PyTorch, RAG, LLM",597.0,Hybride,5,2023-11,2023Q4,Data Engineering,False
1725,2024-02-09,Stagiaire Data Science,Payfit,Paris,Stage,RetailTech,Bac+5,"Spark, Power BI, API REST, LLM, GCP, Deep Learning",792.0,Hybride,5,2024-02,2024Q1,Stage,True
1726,2024-04-27,Business Intelligence Analyst,Qonto,Paris,CDI,E-commerce,Bac+5,"Python, Kubernetes, Spark, RAG, Scikit-learn, API REST",36511.0,Hybride,5,2024-04,2024Q2,Data Analysis,False
1727,2024-01-22,NLP Engineer,Qonto,Paris,CDI,LegalTech,Bac+5,"AWS, Deep Learning, Scikit-learn, NLP, SQL, Tableau",44239.0,Non,3,2024-01,2024Q1,Data Engineering,False
1728,2024-03-25,ML Engineer,Alan,Paris,CDD,E-commerce,Bac+8 (PhD),"dbt, API REST, Python",51643.0,Oui,0,2024-03,2024Q1,ML Engineering,False
1729,2023-08-10,Stagiaire Data Analyst,BlaBlaCar,Paris,CDI,RetailTech,Bac+4,"PyTorch, Spark, Azure, dbt",46675.0,Oui,2,2023-08,2023Q3,Data Analysis,False
1730,2024-01-19,Stagiaire Data Analyst,Hugging Face,Grenoble,CDI,EdTech,Bac+5,"Python, API REST, Kubernetes, LLM, Scikit-learn",59614.0,Non,3,2024-01,2024Q1,Data Analysis,False
1731,2023-12-06,ML Engineer,PhotoRoom,Paris,Freelance,HealthTech,Bac+5,"Computer Vision, Azure, API REST",484.0,Hybride,0,2023-12,2023Q4,ML Engineering,False
1732,2023-12-21,Business Intelligence Analyst,Kayrros,Paris,Stage,LegalTech,Bac+5,"Tableau, Scikit-learn, Hugging Face, SQL, LLM, RAG, Azure",842.0,Non,3,2023-12,2023Q4,Data Analysis,True
1733,2023-10-22,Stagiaire Data Science,Dataiku,Lyon,Stage,LegalTech,Bac+3,"Docker, LLM, Python, PyTorch, TensorFlow, SQL, Kubernetes",792.0,Hybride,3,2023-10,2023Q4,Stage,True
1734,2023-12-18,NLP Engineer,Mirakl,Paris,CDI,MarTech,Bac+5,"GCP, API REST, Airflow, Computer Vision, Docker, TensorFlow, Azure",72905.0,Hybride,3,2023-12,2023Q4,Data Engineering,False
1735,2023-09-25,MLOps Engineer,Back Market,Bordeaux,CDI,E-commerce,Bac+4,"Azure, Machine Learning, API REST, Git, Docker, dbt, Scikit-learn",54918.0,Non,0,2023-09,2023Q3,ML Engineering,False
1736,2023-08-09,Stagiaire ML,Swile,Nantes,Stage,DeepTech,Bac+3,"Machine Learning, dbt, PyTorch, Spark, LLM, Tableau",1004.0,Non,0,2023-08,2023Q3,Stage,True
1737,2024-03-18,MLOps Engineer,Alan,Bordeaux,Stage,HealthTech,Bac+4,"Python, Hugging Face, Scikit-learn, Airflow",682.0,Hybride,0,2024-03,2024Q1,ML Engineering,True
1739,2023-08-28,Stagiaire ML,Ekimetrics,Paris,CDI,SaaS,Bac+5,"TensorFlow, Kubernetes, Computer Vision, RAG",67776.0,Hybride,0,2023-08,2023Q3,Stage,False
1740,2024-03-28,Stagiaire Data Analyst,Doctolib,Lyon,Stage,FinTech,Bac+8 (PhD),"Kubernetes, AWS, Computer Vision, Python, Tableau, PyTorch, Spark",1022.0,Hybride,1,2024-03,2024Q1,Data Analysis,True
1741,2024-03-18,Data Scientist,Swile,Paris,CDI,FinTech,Bac+5,"API REST, Tableau, Git, Hugging Face, Kubernetes",73148.0,Oui,5,2024-03,2024Q1,Data Science,False
1742,2023-10-08,Data Analyst,BlaBlaCar,Paris,CDI,MarTech,Bac+5,"Airflow, LLM, PyTorch, API REST",68702.0,Non,1,2023-10,2023Q4,Data Analysis,False
1743,2023-12-26,ML Engineer,Mirakl,Paris,Stage,EdTech,Bac+5,"Tableau, Scikit-learn, RAG, API REST, Pandas, TensorFlow, dbt",719.0,Oui,5,2023-12,2023Q4,ML Engineering,True
1744,2023-12-27,Data Engineer,Kayrros,Paris,CDI,DeepTech,Bac+5,"AWS, LLM, Git, RAG",56865.0,Oui,0,2023-12,2023Q4,Data Engineering,False
1745,2024-05-26,MLOps Engineer,PhotoRoom,Toulouse,Stage,E-commerce,Bac+3,"Deep Learning, Kubernetes, Tableau, PyTorch, Airflow, Machine Learning, Git",1063.0,Non,5,2024-05,2024Q2,ML Engineering,True
1746,2023-09-14,Computer Vision Engineer,PhotoRoom,Paris,CDI,DeepTech,Bac+5,"Kubernetes, Tableau, PyTorch, RAG",72393.0,Hybride,0,2023-09,2023Q3,Data Engineering,False
1747,2023-10-29,Stagiaire ML,Doctolib,Paris,CDD,HealthTech,Bac+5,"Kubernetes, Computer Vision, Hugging Face, AWS",52178.0,Oui,3,2023-10,2023Q4,Stage,False
1748,2023-08-22,Data Analyst,Kayrros,Paris,CDI,DeepTech,Bac+4,"GCP, Tableau, dbt, API REST, Python, NLP, Computer Vision",72876.0,Hybride,1,2023-08,2023Q3,Data Analysis,False
1749,2023-09-13,Data Scientist,Ekimetrics,Paris,CDI,EdTech,Bac+5,"Kubernetes, NLP, AWS, Docker, Airflow, Spark, Python",72140.0,Hybride,3,2023-09,2023Q3,Data Science,False
1750,2023-11-09,Data Analyst,Dataiku,Grenoble,Stage,LegalTech,Bac+5,"RAG, Machine Learning, Deep Learning, NLP, Hugging Face, AWS, PyTorch",807.0,Hybride,5,2023-11,2023Q4,Data Analysis,True
1751,2023-10-10,Business Intelligence Analyst,Withings,Paris,CDI,HealthTech,Bac+5,"Spark, Airflow, SQL, Machine Learning, dbt, Pandas, Tableau",68250.0,Non,1,2023-10,2023Q4,Data Analysis,False
1752,2023-09-27,Computer Vision Engineer,Ekimetrics,Paris,CDI,RetailTech,Bac+3,"Kubernetes, Pandas, Deep Learning",56342.0,Non,3,2023-09,2023Q3,Data Engineering,False
1753,2024-05-04,Data Engineer,Swile,Paris,CDI,MarTech,Bac+5,"NLP, Git, Computer Vision, Deep Learning, Spark, Power BI",45019.0,Oui,0,2024-05,2024Q2,Data Engineering,False
1754,2023-09-17,Stagiaire Data Science,Owkin,Paris,CDI,FinTech,Bac+5,"TensorFlow, GCP, Azure, Deep Learning, Docker",55171.0,Non,0,2023-09,2023Q3,Stage,False
1755,2024-05-31,Computer Vision Engineer,Back Market,Paris,CDI,FinTech,Bac+5,"Hugging Face, Computer Vision, Deep Learning, RAG, Git, NLP",49256.0,Hybride,5,2024-05,2024Q2,Data Engineering,False
1756,2023-08-08,ML Engineer,Payfit,Toulouse,Stage,E-commerce,Bac+5,"Python, Airflow, dbt, TensorFlow, Spark, Computer Vision",1176.0,Non,2,2023-08,2023Q3,ML Engineering,True
1757,2023-09-29,ML Engineer,Contentsquare,Paris,Stage,FinTech,Bac+8 (PhD),"Kubernetes, LLM, API REST, Power BI",624.0,Non,3,2023-09,2023Q3,ML Engineering,True
1758,2024-05-17,MLOps Engineer,PhotoRoom,Paris,CDI,RetailTech,Bac+4,"API REST, Scikit-learn, LLM, Git, Airflow, Docker",61668.0,Non,5,2024-05,2024Q2,ML Engineering,False
1759,2024-03-09,Business Intelligence Analyst,Contentsquare,Paris,Stage,MarTech,Bac+5,"Kubernetes, Git, AWS, Airflow, LLM, API REST, RAG",867.0,Non,5,2024-03,2024Q1,Data Analysis,True
1760,2024-02-23,Stagiaire Data Science,Hugging Face,Paris,CDI,HealthTech,Bac+5,"PyTorch, Computer Vision, TensorFlow, Docker, Hugging Face",56508.0,Hybride,2,2024-02,2024Q1,Stage,False
1761,2024-04-14,Business Intelligence Analyst,Dataiku,Paris,Stage,RetailTech,Bac+4,"TensorFlow, Python, SQL",988.0,Non,1,2024-04,2024Q2,Data Analysis,True
1762,2024-04-22,Stagiaire Data Analyst,Younited,Paris,Freelance,RetailTech,Bac+3,"RAG, Azure, Spark, Machine Learning",692.0,Hybride,0,2024-04,2024Q2,Data Analysis,False
1763,2024-02-15,Business Intelligence Analyst,Dataiku,Paris,CDI,E-commerce,Bac+5,"Machine Learning, Pandas, Python, Kubernetes, NLP",70130.0,Oui,5,2024-02,2024Q1,Data Analysis,False
1765,2024-04-15,Stagiaire Data Science,Younited,Paris,Stage,DeepTech,Bac+8 (PhD),"Tableau, RAG, Hugging Face, NLP, TensorFlow, AWS",1140.0,Non,5,2024-04,2024Q2,Stage,True
1766,2024-05-25,Computer Vision Engineer,Shift Technology,Paris,Freelance,MarTech,Bac+5,"Azure, Power BI, TensorFlow, Git, Python",671.0,Hybride,5,2024-05,2024Q2,Data Engineering,False
1767,2024-05-21,Stagiaire ML,Payfit,Paris,CDI,LegalTech,Bac+5,"dbt, Docker, Pandas, Machine Learning",36372.0,Oui,5,2024-05,2024Q2,Stage,False
1768,2024-05-15,MLOps Engineer,Owkin,Paris,CDI,RetailTech,Bac+5,"Git, TensorFlow, Pandas",49602.0,Oui,3,2024-05,2024Q2,ML Engineering,False
1769,2023-12-13,ML Engineer,Owkin,Paris,Stage,FinTech,Bac+4,"Azure, Docker, Hugging Face",902.0,Non,5,2023-12,2023Q4,ML Engineering,True
1770,2024-05-17,Data Scientist,Kayrros,Lyon,Stage,SaaS,Bac+5,"Computer Vision, Spark, Power BI",934.0,Oui,0,2024-05,2024Q2,Data Science,True
1771,2023-12-09,Stagiaire ML,Payfit,Bordeaux,CDI,HealthTech,Bac+5,"Scikit-learn, dbt, Python, LLM, PyTorch, NLP, Tableau",52311.0,Hybride,2,2023-12,2023Q4,Stage,False
1772,2023-09-16,ML Engineer,Kayrros,Paris,Stage,MarTech,Bac+5,"dbt, NLP, Scikit-learn, Kubernetes",992.0,Hybride,5,2023-09,2023Q3,ML Engineering,True
1773,2024-02-11,AI Researcher,Shift Technology,Paris,CDI,HealthTech,Bac+8 (PhD),"TensorFlow, Tableau, API REST, RAG, SQL, Kubernetes",58183.0,Hybride,5,2024-02,2024Q1,Recherche IA,False
1774,2023-08-04,Stagiaire ML,Dataiku,Paris,Stage,E-commerce,Bac+5,"Tableau, AWS, LLM, Spark, Deep Learning, API REST",814.0,Oui,5,2023-08,2023Q3,Stage,True
1775,2024-02-26,Computer Vision Engineer,Owkin,Paris,CDD,SaaS,Bac+5,"Azure, NLP, PyTorch",44465.0,Hybride,0,2024-02,2024Q1,Data Engineering,False
1776,2024-02-12,Data Engineer,PhotoRoom,Paris,CDI,FinTech,Bac+5,"GCP, Git, Pandas, RAG, Azure, AWS",73361.0,Non,0,2024-02,2024Q1,Data Engineering,False
1777,2024-05-19,ML Engineer,Contentsquare,Paris,CDI,RetailTech,Bac+4,"RAG, Hugging Face, Pandas, Git",36128.0,Oui,5,2024-05,2024Q2,ML Engineering,False
1778,2023-12-03,NLP Engineer,Younited,Paris,CDD,E-commerce,Bac+8 (PhD),"AWS, RAG, Machine Learning, Azure, Docker",63813.0,Hybride,0,2023-12,2023Q4,Data Engineering,False
1779,2023-11-18,Data Engineer,Younited,Paris,CDI,E-commerce,Bac+8 (PhD),"Kubernetes, Azure, dbt, GCP",55685.0,Oui,1,2023-11,2023Q4,Data Engineering,False
1780,2024-04-28,MLOps Engineer,Swile,Paris,Stage,SaaS,Bac+5,"Airflow, Power BI, Deep Learning, NLP, Git",1016.0,Oui,0,2024-04,2024Q2,ML Engineering,True
1781,2023-07-29,NLP Engineer,Kayrros,Paris,Freelance,SaaS,Bac+5,"Spark, Python, RAG, Kubernetes, Airflow",614.0,Hybride,5,2023-07,2023Q3,Data Engineering,False
1782,2023-12-28,Stagiaire ML,ManoMano,Paris,CDI,SaaS,Bac+4,"PyTorch, Scikit-learn, Hugging Face",37818.0,Oui,0,2023-12,2023Q4,Stage,False
1783,2024-03-16,Stagiaire Data Science,BlaBlaCar,Lille,CDI,LegalTech,Bac+5,"Scikit-learn, Machine Learning, PyTorch, SQL",46307.0,Hybride,3,2024-03,2024Q1,Stage,False
1784,2023-08-07,Computer Vision Engineer,ManoMano,Paris,Stage,E-commerce,Bac+5,"NLP, Git, Deep Learning, Pandas, API REST, Kubernetes, TensorFlow",892.0,Hybride,0,2023-08,2023Q3,Data Engineering,True
1785,2023-12-06,ML Engineer,Shift Technology,Lyon,CDD,MarTech,Bac+4,"Python, AWS, API REST, Deep Learning",61762.0,Non,5,2023-12,2023Q4,ML Engineering,False
1786,2024-02-22,Stagiaire ML,Dataiku,Paris,Freelance,FinTech,Bac+4,"LLM, Pandas, PyTorch",710.0,Non,3,2024-02,2024Q1,Stage,False
1787,2024-02-17,Computer Vision Engineer,Doctolib,Lyon,Freelance,LegalTech,Bac+4,"AWS, Scikit-learn, Computer Vision, GCP, API REST, RAG, Git",702.0,Hybride,5,2024-02,2024Q1,Data Engineering,False
1788,2023-07-20,Stagiaire ML,Back Market,Paris,CDI,DeepTech,Bac+4,"AWS, Computer Vision, dbt, PyTorch, Spark",65799.0,Oui,0,2023-07,2023Q3,Stage,False
1789,2023-07-30,Data Engineer,Alan,Grenoble,Alternance,HealthTech,Bac+5,"Airflow, Docker, Spark",1216.0,Hybride,3,2023-07,2023Q3,Data Engineering,False
1790,2024-01-05,Business Intelligence Analyst,PhotoRoom,Paris,CDI,LegalTech,Bac+5,"Scikit-learn, Machine Learning, dbt",47577.0,Hybride,3,2024-01,2024Q1,Data Analysis,False
1791,2023-11-24,Data Analyst,ManoMano,Paris,Stage,RetailTech,Bac+5,"API REST, TensorFlow, Azure",978.0,Hybride,3,2023-11,2023Q4,Data Analysis,True
1792,2023-08-09,Stagiaire ML,Qonto,Paris,Stage,EdTech,Bac+5,"AWS, Python, Machine Learning, Docker, Pandas",1116.0,Hybride,5,2023-08,2023Q3,Stage,True
1793,2024-05-26,MLOps Engineer,ManoMano,Paris,CDI,DeepTech,Bac+5,"SQL, Hugging Face, Pandas, Python",54321.0,Non,0,2024-05,2024Q2,ML Engineering,False
1794,2023-08-16,Data Engineer,Shift Technology,Bordeaux,CDI,RetailTech,Bac+5,"NLP, Machine Learning, Hugging Face, Deep Learning, TensorFlow, Tableau, SQL",38873.0,Oui,0,2023-08,2023Q3,Data Engineering,False
1795,2024-05-10,ML Engineer,Contentsquare,Bordeaux,Alternance,SaaS,Bac+5,"AWS, GCP, Scikit-learn",1168.0,Hybride,0,2024-05,2024Q2,ML Engineering,False
1796,2024-04-30,Data Scientist,Owkin,Paris,CDI,HealthTech,Bac+5,"Hugging Face, API REST, Git",66203.0,Oui,2,2024-04,2024Q2,Data Science,False
1797,2024-03-16,NLP Engineer,Hugging Face,Grenoble,CDI,FinTech,Bac+5,"TensorFlow, PyTorch, SQL",58703.0,Non,0,2024-03,2024Q1,Data Engineering,False
1798,2024-01-13,Stagiaire ML,Younited,Paris,CDI,LegalTech,Bac+5,"AWS, Git, Computer Vision, API REST, Scikit-learn",57396.0,Hybride,5,2024-01,2024Q1,Stage,False
1799,2024-02-22,Stagiaire ML,Contentsquare,Paris,CDI,DeepTech,Bac+5,"SQL, Docker, RAG, Pandas",67509.0,Non,0,2024-02,2024Q1,Stage,False
1800,2024-04-23,MLOps Engineer,Withings,Bordeaux,CDI,E-commerce,Bac+8 (PhD),"AWS, PyTorch, Scikit-learn",72298.0,Oui,0,2024-04,2024Q2,ML Engineering,False
1801,2024-04-09,AI Researcher,Back Market,Paris,CDI,DeepTech,Bac+4,"Deep Learning, Machine Learning, Docker, Python",73144.0,Hybride,3,2024-04,2024Q2,Recherche IA,False
1802,2023-07-22,ML Engineer,Shift Technology,Paris,Freelance,EdTech,Bac+5,"Python, RAG, AWS, Kubernetes, TensorFlow",501.0,Non,0,2023-07,2023Q3,ML Engineering,False
1803,2024-02-16,Data Scientist,Ekimetrics,Toulouse,CDI,MarTech,Bac+4,"Pandas, GCP, dbt, Git, Tableau, Machine Learning, Python",53253.0,Oui,5,2024-02,2024Q1,Data Science,False
1804,2024-04-18,Stagiaire Data Science,Kayrros,Paris,CDI,LegalTech,Bac+5,"Python, Deep Learning, Spark, Scikit-learn, Git, TensorFlow",40898.0,Non,1,2024-04,2024Q2,Stage,False
1805,2024-05-29,MLOps Engineer,Shift Technology,Lyon,Stage,LegalTech,Bac+8 (PhD),"LLM, dbt, Tableau, Docker, API REST",1163.0,Oui,1,2024-05,2024Q2,ML Engineering,True
1806,2023-10-05,Data Analyst,Contentsquare,Paris,Freelance,HealthTech,Bac+4,"Python, TensorFlow, NLP, SQL",453.0,Non,3,2023-10,2023Q4,Data Analysis,False
1807,2023-12-12,ML Engineer,Mirakl,Marseille,CDD,FinTech,Bac+4,"Spark, LLM, NLP, Airflow, SQL, PyTorch",69373.0,Non,5,2023-12,2023Q4,ML Engineering,False
1808,2024-05-05,Stagiaire ML,Contentsquare,Paris,Freelance,LegalTech,Bac+5,"Power BI, RAG, Python",404.0,Oui,0,2024-05,2024Q2,Stage,False
1809,2024-02-29,AI Researcher,Younited,Paris,CDI,EdTech,Bac+5,"Azure, Deep Learning, Kubernetes, GCP, Airflow, PyTorch, Python",66849.0,Oui,0,2024-02,2024Q1,Recherche IA,False
1810,2024-03-13,Data Scientist,Alan,Nantes,Stage,SaaS,Bac+5,"Python, Hugging Face, dbt",997.0,Hybride,5,2024-03,2024Q1,Data Science,True
1811,2023-09-16,Computer Vision Engineer,Swile,Grenoble,Stage,MarTech,Bac+5,"Power BI, Docker, Hugging Face, Machine Learning, dbt",672.0,Non,1,2023-09,2023Q3,Data Engineering,True
1813,2024-02-16,Data Scientist,Hugging Face,Toulouse,CDI,E-commerce,Bac+8 (PhD),"SQL, LLM, API REST",69136.0,Oui,0,2024-02,2024Q1,Data Science,False
1814,2023-08-22,Data Engineer,Younited,Grenoble,CDI,HealthTech,Bac+5,"Git, Power BI, LLM",47827.0,Non,2,2023-08,2023Q3,Data Engineering,False
1815,2023-12-23,AI Researcher,Payfit,Paris,CDI,FinTech,Bac+5,"NLP, PyTorch, Power BI",80213.0,Hybride,0,2023-12,2023Q4,Recherche IA,False
1816,2024-06-30,MLOps Engineer,Swile,Paris,CDI,HealthTech,Bac+3,"Git, AWS, dbt",61798.0,Oui,3,2024-06,2024Q2,ML Engineering,False
1817,2023-08-13,Data Scientist,Swile,Paris,Stage,HealthTech,Bac+5,"Kubernetes, GCP, SQL",715.0,Oui,3,2023-08,2023Q3,Data Science,True
1818,2024-03-15,Data Scientist,BlaBlaCar,Paris,CDI,HealthTech,Bac+8 (PhD),"Scikit-learn, Deep Learning, Spark, SQL, API REST, GCP",47828.0,Oui,1,2024-03,2024Q1,Data Science,False
1819,2024-05-26,Business Intelligence Analyst,Ekimetrics,Paris,Stage,FinTech,Bac+5,"Airflow, NLP, Docker, Pandas, Tableau, PyTorch, Deep Learning",858.0,Oui,3,2024-05,2024Q2,Data Analysis,True
1820,2023-09-27,NLP Engineer,Doctolib,Paris,CDI,SaaS,Bac+5,"dbt, LLM, Computer Vision, AWS",65335.0,Non,5,2023-09,2023Q3,Data Engineering,False
1821,2023-07-21,NLP Engineer,BlaBlaCar,Paris,Stage,LegalTech,Bac+5,"Airflow, NLP, Python, Pandas, Deep Learning, LLM, GCP",684.0,Hybride,0,2023-07,2023Q3,Data Engineering,True
